"콘텐츠 ID
","사용유무
",화장실명,"서브카테고리 명
","시군
","구명
","새주소[도로명 주소]
",지번주소,키워드,"다국어
",경도,위도,"공간객체타입
","라인 색상
","라인 패턴
","라인두께
","전화번호
","웹URL
","동영상 웹 링크 URL
","음성파일 웹 링크 URL
","사진 정보1[URL or 파일명]
","사진 정보2[URL or 파일명]
","사진 정보3[URL or 파일명]
","사진 정보4[URL or 파일명]
","사진 정보5[URL or 파일명]
","상세 제목1
","상세 내용1
","상세 제목2
","상세 내용2
","상세 제목3
","상세 내용3
","상세 제목4
","상세 내용4
","상세 제목5
","상세 내용5
","상세 제목6
","상세 내용6
","상세 제목7
","상세 내용7
","상세 제목8
","상세 내용8
","상세 제목9
","상세 내용9
","상세 제목10
","상세 내용10
","상세 제목11
","상세 내용11
","상세 제목12
","상세 내용12
","상세 제목13
","상세 내용13
","상세 제목14
","상세 내용14
","상세 제목15
","상세 내용15
","상세 제목16
","상세 내용16
","상세 제목17
","상세 내용17
","상세 제목18
","상세 내용18
","상세 제목19
","상세 내용19
","상세 제목20
","상세 내용20
","시계열 시작 일자
","시계열 종료 일자
"
restgu19_0122,N,여의도초,정시,,영등포구,여의대방로 439,영등포구 여의도동,,KOR,126.936752804,37.522612204,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0121,N,신영초,정시,,영등포구,도신로4길 32,영등포구 대림동,,KOR,126.895890375,37.500657032,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0120,N,신대림초,정시,,영등포구,대림로8길 25,영등포구 대림동 968,,KOR,126.905797035,37.492157351,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0119,N,선유초,정시,,영등포구,선유로43가길 14,영등포구 양평동3가,,KOR,126.892586188,37.533102216,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0118,N,문래초,정시,,영등포구,문래로 104,영등포구 문래동3가,,KOR,126.893248342,37.518357735,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0117,N,도신초,정시,,영등포구,도림로53길 32-9,영등포구 대림동 752-8,,KOR,126.901276743,37.498200595,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0116,N,도림초,정시,,영등포구,가마산로 65길 22,영등포구 신길동 288-1,,KOR,126.907105985,37.508680209,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0115,N,대영초,정시,,영등포구,신길로23길 43,영등포구 신길동,,KOR,126.906040389,37.502347135,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0114,N,대방초,정시,,영등포구,여의대방로35길 14,영등포구 신길동 1444-12,,KOR,126.919002349,37.502898515,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0113,N,대동초,정시,,영등포구,대림로21길 6,영등포구 대림동,,KOR,126.900100555,37.493704395,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0112,N,대길초,정시,,영등포구,대방천로 206,영등포구 신길동,,KOR,126.913154067,37.498176734,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0111,N,당중초,정시,,영등포구,선유로 131,영등포구 양평동3가 39,,KOR,126.889399478,37.526288022,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0110,N,당서초,정시,,영등포구,당산로 187,영등포구 당산동5가,,KOR,126.899796366,37.532024582,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,손건조기2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0109,N,당산초,정시,,영등포구,선유로55길 32,영등포구 양평동4가,,KOR,126.896046347,37.539770095,1,#0000FF,L,4,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,학교,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0108,Y,양평2동 주민센터,정시,,영등포구,양평로20길 8-1,영등포구 양평동4가 172-1,,KOR,126.895914563,37.537752850,1,#0000FF,L,0,02-2670-1233,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,손건조기1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0107,Y,강서세무서 청사,정시,,영등포구,선유로 243,영등포구 양평동4가,,KOR,126.895505714,37.534942989,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0106,Y,전산실 청사,정시,,영등포구,선유로 243,영등포구 양평동4가,,KOR,126.895505714,37.534942989,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0105,Y,신길4동 주민센터,정시,,영등포구,신길로42길 1,영등포구 신길동 209-102,,KOR,126.911256553,37.508452137,1,#0000FF,L,0,02-2670-1299,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0104,Y,당산1동 주민센터 청사,정시,,영등포구,양산로23길 11,영등포구 당산동3가 250,,KOR,126.897351671,37.524977031,1,#0000FF,L,0,02-2670-1452,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,손건조기2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0103,Y, 문래청소년수련관 ,정시,,영등포구,문래로 110,영등포구 문래동3가 73,,KOR,126.894013207,37.518866862,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공용시설,장애인화장실,가능,편의시설,손건조기10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0102,Y,선유정보문화도서관,정시,,영등포구,선유로43가길 10-8,영등포구 양평동3가 88-1,,KOR,126.892920575,37.533329270,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공용시설,장애인화장실,가능,편의시설,손건조기15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0101,Y,문래정보문화도서관,정시,,영등포구,문래로20길 49,영등포구 문래동3가,,KOR,126.890876909,37.516851234,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공용시설,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0100,Y,대림정보문화도서관,정시,,영등포구,도신로 27,영등포구 대림동 608-2,,KOR,126.896061195,37.504315713,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공용시설,장애인화장실,가능,편의시설,손건조기8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0099,Y, 견인차량보관소공영 ,정시,,영등포구,당산로 6,영등포구 문래동 60-2,,KOR,126.893787333,37.515324078,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0098,Y, 타임스퀘어공영 ,정시,,영등포구,영중로 15,영등포구 영등포동4가,,KOR,126.903699785,37.517231256,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,가능,편의시설,손건조기4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0097,Y, 영등포여고공영 ,정시,,영등포구,영등포로62길 13,영등포구 신길동 184-3,,KOR,126.915337349,37.515387932,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0096,Y, 도림초교공영 ,정시,,영등포구,가마산로65길 22,영등포구 신길동 288-1,,KOR,126.907105985,37.508680209,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0095,Y,신길환승(5호선)공영,정시,,영등포구,경인로114가길 지하9,영등포구 영등포동1가 76-1,,KOR,126.914253586,37.517639144,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0094,Y,대림3동공영,정시,,영등포구,도림로47나길 13,영등포구 대림동 745-1,,KOR,126.900403171,37.498007866,1,#0000ff,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0093,Y,대림2동공영,정시,,영등포구,디지털로37나길 21,영등포구 대림동 1072-24,,KOR,126.899924740,37.491606471,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0092,Y,대림1동공영,정시,,영등포구,대림로22길 2,영등포구 대림동 834-1,,KOR,126.901598340,37.493142676,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0091,Y,신길6동공영,정시,,영등포구,신길로28길 12-6,영등포구 신길동 3203-1,,KOR,126.911288900,37.502532200,1,#0000ff,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0090,Y,신길4동공영,정시,,영등포구,가마산로 502,영등포구 신길동 236-10,,KOR,126.912008527,37.505394577,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0089,Y,신길3동공영,정시,,영등포구,신길로 131,영등포구 신길동 252-11,,KOR,126.909904956,37.504230667,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0088,Y,영등포본동제2공영,정시,,영등포구,신길로60길 34,영등포구 신길동 186-355,,KOR,126.914063765,37.513322035,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0087,Y,양평2동공영,정시,,영등포구,양평로19길 12-1,영등포구 양평동 96,,KOR,126.894101383,37.536425772,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0086,Y, 문래동공영 ,정시,,영등포구,선유로 27,영등포구 문래동 3,,KOR,126.887758042,37.516303880,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0085,Y, 도림동공영 ,정시,,영등포구,도신로15길 36,영등포구 도림동 226-13,,KOR,126.896688958,37.508293933,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0084,Y,당산2동공영,정시,,영등포구,버드나루로19길 3,영등포구 당산동 121-105,,KOR,126.907771329,37.528235700,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0083,Y,당산1동공영,정시,,영등포구,양산로 147,영등포구 당산동3가,,KOR,126.899989869,37.523786868,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0082,Y,영등포동제2공영,정시,,영등포구,국회대로54길 21,영등포구 영등포동 29-122,,KOR,126.908552308,37.523775756,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0081,Y,영등포동제1공영,정시,,영등포구,국회대로54길 56,영등포구 영등포동2가 230,,KOR,126.910167600,37.520954700,1,#0000ff,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0080,Y,영등포본동제1공영,정시,,영등포구,영신로10길 15,영등포구 영등포동 592-10,,KOR,126.909144221,37.514396471,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,교통시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0079,Y, 영등포구민체육센터 ,정시,,영등포구,신풍로 1,영등포구 신길동 426-3,,KOR,126.906286340,37.500542878,1,#0000FF,L,0,02-2650-1500,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,손건조기10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0078,Y, 공단본부 ,정시,,영등포구,여의대방로 211,영등포구 신길동 869,,KOR,126.922173875,37.505865047,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0077,Y,문래동우체국화장실,정시,,영등포구,도림로 429,영등포구 문래동2가 14-56,,KOR,126.895127785,37.513896222,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0076,Y,신길5동우체국화장실,정시,,영등포구,신길로 65,영등포구 신길동 446-3,,KOR,126.907967338,37.498442271,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0075,Y,당산동우체국화장실,정시,,영등포구,당산로 102,영등포구 당산동1가 309,,KOR,126.896420397,37.523685175,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0074,Y,대림동우체국화장실,정시,,영등포구,대림로 85,영등포구 대림동 990-45,,KOR,126.904551845,37.489668478,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0073,Y,양평동우체국화장실,정시,,영등포구,양평로 92,영등포구 양평동4가 153-31,,KOR,126.897100745,37.536508814,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0072,Y,신길동우체국화장실,정시,,영등포구,여의대방로 161,영등포구 신길동 638,,KOR,126.920547673,37.501592237,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0071,Y,영등포우체국화장실,정시,,영등포구,경인로 841,영등포구 영등포동4가 425-2,,KOR,126.905974170,37.516535105,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,손건조기4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0070,Y,여의도우체국화장실,정시,,영등포구,여의나루로 60,영등포구 여의도동 35-1,,KOR,126.926331718,37.522325329,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공공개방,개방시간,업무시간,소재지 용도,공공청사,장애인화장실,가능,편의시설,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0069,Y,(주)세지,정시,,영등포구,선유로 37,영등포구 문래동6가 1-3,,KOR,126.888471485,37.517492958,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,손건조기1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0068,Y,양평동충전소,정시,,영등포구,선유로 157,영등포구 양평동3가 59,,KOR,126.891140143,37.528032802,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0067,Y,기린에너지,정시,,영등포구,선유로52길 5,영등포구 양평동4가 158,,KOR,126.899249766,37.536039424,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,손건조기1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0066,Y,대지주유소,정시,,영등포구,영등포로 115,영등포구 당산동2가 45,,KOR,126.894538170,37.521794989,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0065,Y,신풍주유소,정시,,영등포구,도신로 130,영등포구 신길동 298-34,,KOR,126.906219330,37.508615367,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0064,Y,선익개발㈜ 영등포주유소,정시,,영등포구,경인로114길 2,영등포구 영등포1가 92-2,,KOR,126.913337925,37.518420947,1,#0000ff,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0063,Y,신대림주유소,정시,,영등포구,디지털로 350,영등포구 대림동 1082-20,,KOR,126.899509725,37.488813274,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0062,Y,SK네트웍스㈜여의도2주유소,정시,,영등포구,의사당대로 154,영등포구 여의도동 48-1,,KOR,126.927452233,37.517676582,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0061,Y,SK블루에너지,정시,,영등포구,가마산로 367,영등포구 대림동 667-13,,KOR,126.898849488,37.501601598,1,#0000FF,L,,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0060,Y,에스제이오일㈜여의도주유소,정시,,영등포구,은행로 64,영등포구 여의도동 10-1,,KOR,126.925560227,37.530374600,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,손건조기1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0059,Y,GS칼텍스㈜ 직영 한양점,정시,,영등포구,국회대로 665,영등포구 영등포동7가 94-160,,KOR,126.908110237,37.525484253,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0058,Y,하나주유소,정시,,영등포구,도림로 236,영등포구 신길동 433-75,,KOR,126.905316707,37.499072369,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0057,Y,SK네트웍스㈜ 양평주유소,정시,,영등포구,선유로 195,영등포구 양평동3가 80-2,,KOR,126.893391886,37.531081492,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
restgu19_0056,Y,SK네트웍스㈜ 윈윈주유소,정시,,영등포구,가마산로 379,영등포구 대림동 667-9,,KOR,126.899487590,37.502347211,1,#0000FF,L,0,02-2670-3503,,,,,,,,,유형,공중,개방시간,업무시간,소재지 용도,주유소및충전소,장애인화장실,,편의시설,손건조기1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:영등포구청 청소과,02-2670-3503,,
