구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
공중화장실,오정종합사회복지관,경기도 부천시 성오로149번길 18,경기도 부천시 오정동 139-1,N,2,2,1,0,0,0,2,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5259238666,126.7977938126,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,삼정종합사회복지관,경기도 부천시 삼작로 52,경기도 부천시 삼정동 365-2,N,2,2,1,1,0,0,3,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5197038371,126.7665287836,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천우편집중국,경기도 부천시 오정로211번길 40,경기도 부천시 오정동 384,N,3,3,1,1,0,0,3,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5295007786,126.7825605886,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,동일석유㈜ 부천충전소,경기도 부천시 석천로 445,경기도 부천시 삼정동 67-7,N,2,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5261597296,126.7698041499,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,하트주유소,경기도 부천시 벌말로 217,경기도 부천시 대장동 546-9,N,1,1,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5508826664,126.7667554230,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천시자원순환센터,경기도 부천시 벌말로 122,경기도 부천시 대장동 607,N,2,3,1,0,0,0,1,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5423022953,126.7653679144,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,현대오일뱅크㈜직영 한다리주유소,경기도 부천시 벌말로 143,경기도 부천시 대장동 667-9,Y,1,1,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,00:00-23:50,,37.5443518714,126.7644874862,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,북부수자원생태공원,경기도 부천시 벌말로 220,경기도 부천시 대장동 434,N,2,4,0,0,1,0,4,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5510010028,126.7683958017,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,중동충전소,경기도 부천시 벌말로 62,경기도 부천시 대장동 685-12,N,2,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,00:00-23:50,,37.5372480944,126.7628481191,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,경기도 포천시 소흘읍 송우로 182 (송우리),N,5,3,0,0,0,0,4,0,0,소흘119안전센터,,24시간,,37.8361081978,127.1317414281,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,홈플러스 포천송우점 1층,경기도 포천시 소흘읍 솔모루로 9,"경기도 포천시 소흘읍 솔모루로 9 (송우리, 홈플러스)",N,1,2,0,0,0,0,2,0,0,홈플러스 포천송우점,,12시간,,37.8243304783,127.1412878644,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,홈플러스 포천송우점 3층,경기도 포천시 소흘읍 솔모루로 9,"경기도 포천시 소흘읍 솔모루로 9 (송우리, 홈플러스)",N,2,3,0,0,0,0,4,0,0,홈플러스 포천송우점,,12시간,,37.8243304783,127.1412878644,N,N,N,N,N,N,N,N,,2022-04-08
공중화장실,성은프라자2,경기도 부천시 소사로 712,경기도 부천시 원종동 372,N,2,2,0,0,0,0,2,0,0,경기도 부천시 성곡동 환경건축과,032-625-7143,09:00-21:00,,37.5195500751,126.8051977759,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,관우플라자,경기도 부천시 소사로 719,경기도 부천시 원종동 374-3 관우프라자,N,8,8,0,0,0,0,8,0,0,경기도 부천시 성곡동 환경건축과,032-625-7143,09:00-21:00,,37.5202042924,126.8045579954,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,에버그린,,경기도 부천시 여월동 332 에버그린,N,1,3,1,0,0,0,3,1,0,경기도 부천시 성곡동 환경건축과,032-625-7143,09:00-2100,,37.5111190479,126.8061471896,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,작동주유소,경기도 부천시 역곡로 293,경기도 부천시 작동 200 작동주유소,N,1,1,0,0,0,0,1,0,0,경기도 부천시 성곡동 환경건축과,032-625-7143,06:00-21:00,,37.5110808319,126.8119407952,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,티엘빌딩,경기도 부천시 역곡로 434-7,경기도 부천시 고강동 344-15 티엘빌딩,N,2,2,0,0,0,0,3,0,0,경기도 부천시 성곡동 환경건축과,032-625-7143,09:00-18:00,,37.5233981505,126.8158904224,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천소사경찰서,경기도 부천시 경인로160번길 88-1,경기도 부천시 송내동 615-2 부천소사경찰서,N,8,18,1,0,0,0,6,1,0,경기도 부천시 대산동 환경건축과,032-625-6144,24시간,,37.4799734765,126.7725271921,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,송내1주민지원센터,경기도 부천시 경인로9번길 25,경기도 부천시 송내동 328-2 송내1주민지원센터,N,6,6,0,0,0,0,4,1,0,경기도 부천시 대산동 환경건축과,032-625-6144,09:00-18:00,,37.4841346969,126.7561200445,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,송내코아,경기도 부천시 송내대로 31,경기도 부천시 송내동 709-6 송내빌딩,N,6,6,0,0,0,0,6,0,0,경기도 부천시 대산동 환경건축과,032-625-6144,24시간,,37.4863220221,126.7527954931,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,대산동행정복지센터,경기도 부천시 심곡로9번길 54,경기도 부천시 심곡본동 665-13 대산동행정복지센터,N,10,9,0,0,0,0,10,3,0,경기도 부천시 대산동 환경건축과,032-625-6144,09:00-18:00,,37.4824377610,126.7789955853,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,송내2주민지원센터,경기도 부천시 중동로22번길 101,경기도 부천시 송내동 381-8 송내2 주민지원센터,N,2,2,0,0,0,0,3,0,0,경기도 부천시 대산동 환경건축과,032-625-6144,09:00-18:00,,37.4825512771,126.7695953705,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,남부천우체국,경기도 부천시 경인로 162,경기도 부천시 송내동 574,N,5,7,1,0,0,0,4,0,0,경기도 부천시 대산동 환경건축과,032-625-6144,09:00-18:00,,37.4836569608,126.7734981375,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천콘텐츠센터(구 한전공사),경기도 부천시 경인로60번길 40,경기도 부천시 송내동 398-4 한국전력공사,N,7,11,1,0,0,0,5,1,0,경기도 부천시 대산동 환경건축과,032-625-6144,09:00-18:00,,37.4819519950,126.7616385967,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,청소년수련원(2),경기도 안산시 단원구 풍전로 62,경기도 안산시 단원구 원곡동 999,N,2,4,0,0,0,0,0,0,0,성낙청소년수련원,070-7300-8625,00:00~24:00,,37.3223949907,126.7944776495,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,선부주유소,경기도 안산시 단원구 선부로 81,경기도 안산시 단원구 선부동 1028-11,N,1,1,0,0,0,0,1,0,0,선부주유소,031-402-5133,00:00~24:00,,37.3413445182,126.8040544698,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,선부1동 행정복지센터,경기도 안산시 단원구 선부광장서로 47,경기도 안산시 단원구 선부동 964-4,N,2,2,1,0,0,0,3,1,0,선부1동행정복지센터,031-481-6738,09:00~18:00,,37.3343068974,126.8044129005,N,N,N,N,N,N,N,N,,2022-04-04
개방화장실,서흥테크노밸리,경기도 안산시 단원구 산단로 107,경기도 안산시 단원구 원시동 731-4,N,4,4,0,0,0,0,4,0,0,서흥테크노밸리,031-508-8989,00:00~24:00,,37.3054679781,126.7870980862,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,선부역,,경기도 안산시 단원구 선부동 1075-2,N,4,8,1,0,1,1,12,1,1,서해철도㈜ 선부역,031-5183-2781,04:25~24:50,,37.3343114633,126.8099383749,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,서해주유소,경기도 안산시 단원구 시흥대로 10,경기도 안산시 단원구 선부동 64-2,N,2,2,0,0,0,0,2,0,0,서해주유소,031-497-5148,00:00~24:00,,37.3445386308,126.7954672491,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,서안산IC주유소,경기도 안산시 단원구 중앙대로 224,경기도 안산시 단원구 신길동 216-141,N,2,2,0,0,0,0,2,0,0,서안산IC주유소,031-492-9380,00:00~24:00,,37.3343929449,126.7664267439,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,경기도바다향기수목원 야외화장실 2(도서식물원),경기도 안산시 단원구 대부황금로 399,경기도 안산시 단원구 선감동 8-5,N,1,2,1,1,0,0,2,1,1,경기도바다향기수목원팀,031-8008-6791,09:00~18:00,,37.2242761445,126.6486101783,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,경기도바다향기수목원 야외화장실 5(서측 주차장),경기도 안산시 단원구 대부황금로 399,경기도 안산시 단원구 선감동 8-5,N,2,3,0,0,1,0,4,0,1,경기도바다향기수목원팀,031-8008-6791,09:00~18:00,,37.2242761445,126.6486101783,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,경기도교육청 안산교육회복지원단,경기도 안산시 단원구 적금로 134,경기도 안산시 단원구 고잔동 517-2,N,0,1,1,1,0,0,1,1,0,경기도교육청 안산교육회복지원단,031-414-1068,09:00~18:00,,37.3198425531,126.8267010637,N,N,N,N,N,N,N,N,,2022-04-04
개방화장실,강희그랜드빌오피스텔,경기도 안산시 단원구 광덕대로 145,경기도 안산시 단원구 고잔동 717,N,3,4,0,0,0,0,3,0,0,강희그랜드빌오피스텔,031-481-2244,00:00~24:00,,37.3095076881,126.8289824632,N,N,N,N,N,N,N,N,,2022-04-04
개방화장실,경기태평양충전소,경기도 안산시 상록구 가루개로 181,경기도 안산시 상록구 양상동 237,N,2,2,0,0,0,0,2,0,0,경기태평양충전소,031-481-2244,00:00~24:00,,37.3436587260,126.8512244070,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,본오1동작은도서관,경기도 안산시 상록구 오목로7길 15,경기도 안산시 상록구 본오동 920,N,0,1,1,1,0,0,1,1,0,감골도서관,031-481-3035,09:00~18:00,,37.2892513680,126.8644965552,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,일동도서관,경기도 안산시 상록구 구룡로 71,경기도 안산시 상록구 일동 110-5,N,0,1,1,0,0,0,2,0,0,감골도서관,031-481-3714,07:00~23:00,,37.3154472923,126.8715778595,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,SK중앙주유소,경기도 안산시 단원구 화정로 96,경기도 안산시 단원구 와동 852,N,1,1,0,0,0,0,1,0,0,SK중앙주유소,031-486-7547,06:00~23:00,,37.3327177214,126.8225788779,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,SK시화공단 주유소,경기도 안산시 단원구 번영로 109,경기도 안산시 단원구 성곡동 710-11,N,1,1,0,0,0,0,1,0,0,SK시화공단 주유소,031-498-0130,00:00~24:00,,37.3196713981,126.7361762690,N,N,N,N,N,N,N,N,,2022-04-04
공중화장실,어울마당어린이공원,,경기도 부천시 원종동 472 어울마당어린이공원 공중화장실,N,1,1,0,0,0,0,2,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,,,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,누른말공원,,경기도 부천시 오정동 764,N,1,2,0,0,0,0,2,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5309502925,126.7814661389,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,오정대공원,경기도 부천시 상오정로 183,경기도 부천시 오정동 1-3,N,4,5,1,0,0,0,8,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5297808531,126.7961505324,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,찬들공원,,경기도 부천시 오정동 793， 794,N,4,3,0,0,0,0,7,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5308938457,126.7662949836,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,진달래공원,,경기도 부천시 상동 526-2,N,1,1,1,0,0,0,2,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5098702756,126.7557749468,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,상동호수공원,,경기도 부천시 상동 549 상동호수공원,N,8,8,2,0,1,0,12,2,1,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5061236719,126.7441464922,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,서촌공원,경기도 부천시 부일로 172,경기도 부천시 상동 466,N,2,3,0,0,0,0,4,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4882488411,126.7510456468,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,한아름어린이공원,경기도 부천시 상동로 78-1,경기도 부천시 상동 391-4 한아름어린이공원,N,1,2,0,0,0,0,3,1,1,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4962626057,126.7511692477,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,구지공원,,경기도 부천시 상동 396 구지공원 화장실,N,2,3,0,0,1,1,4,0,1,경기도 부천시청 공원관리과,032-625-4846,24시간,,,,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,반달어린이공원,경기도 부천시 신상로 24,경기도 부천시 상동 398-1,N,2,2,0,0,0,0,3,0,1,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4903499931,126.7483663995,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,보배어린이공원,경기도 부천시 계남로322번길 29-7,경기도 부천시 중동 1088,N,2,2,1,0,0,0,2,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5018382988,126.7810491439,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,약대공원,경기도 부천시 도약로163번길 12,경기도 부천시 중동 1049,N,3,3,1,0,0,0,2,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5110855090,126.7677446219,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천중앙공원,경기도 부천시 소향로 162,경기도 부천시 중동 1177,N,8,18,2,0,0,0,15,2,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5006048572,126.7637176203,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천터미널소풍,경기도 부천시 송내대로 239,경기도 부천시 상동 539-1 소풍(부천터미널),N,4,12,0,0,0,0,11,0,0,경기도 부천시 상동 환경건축과,032-625-5821,04:00-24:00,,37.5041752477,126.7566905848,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,서해상동주유소,경기도 부천시 송내대로 389,경기도 부천시 상동 499-22 서해상동주유소,N,1,2,0,0,0,0,3,0,0,경기도 부천시 상동 환경건축과,032-625-5821,24시간,,37.5179629339,126.7605370523,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,상동119안전센터,경기도 부천시 장말로 113,경기도 부천시 상동 394-3 상동소방파출소,Y,1,2,0,0,0,0,1,0,0,경기도 부천시 상동 환경건축과,032-625-5821,24시간,,37.4943006580,126.7544920516,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,나루빌딩,경기도 부천시 길주로77번길 33,경기도 부천시 상동 532-12 나루빌딩,N,1,2,0,0,0,0,2,0,0,경기도 부천시 상동 환경건축과,032-625-5821,06:00-24:00,,37.5067865297,126.7519919031,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,로데오타운,경기도 부천시 소향로37번길 13-20,경기도 부천시 상동 545-14 로데오타운,N,1,2,0,0,0,0,2,0,0,경기도 부천시 상동 환경건축과,032-625-5821,미개방,,37.5044450942,126.7508951886,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,신일아르디세,,경기도 부천시 중동 1143 신일아르디세,N,2,2,1,1,0,0,3,0,0,경기도 부천시 신경기도 부천시 중동 환경건축과,032-625-5653,24시간,,37.5017311609,126.7723840202,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,메트로펠리스3,경기도 부천시 중동로254번길 28,경기도 부천시 중동 1151-3 메트로펠리스3,N,2,3,1,0,0,0,1,1,0,경기도 부천시 신경기도 부천시 중동 환경건축과,032-625-5653,24시간,,37.5020797463,126.7704460182,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,KH에너지㈜직영 벌말주유소,경기도 부천시 벌말로 78,경기도 부천시 대장동 685-6,N,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,00:00-23:50,,37.5386753049,126.7633434275,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,서해주유소,경기도 부천시 벌말로 8,경기도 부천시 삼정동 9-13,Y,0,1,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,05:00-22:30,,37.5322986481,126.7612330735,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부광주유소,경기도 부천시 벌말로 87,경기도 부천시 대장동 686-15,N,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,00:00-23:50,,37.5395365129,126.7626897593,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,사계절주유소,경기도 부천시 봉오대로 278,경기도 부천시 오정동 17-4,N,1,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,06:00-23:00,,37.5317646874,126.7917744362,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,SK엔크린 오정대로주유소,경기도 부천시 봉오대로 341,경기도 부천시 원종동 108-3,N,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5324652442,126.7989095748,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,신화주유소,경기도 부천시 부천로478번길 5,경기도 부천시 오정동 593-4,N,1,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5265635305,126.7827471623,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,한국금형센터,경기도 부천시 산업로7번길 64,경기도 부천시 오정동 759,N,2,3,0,0,0,0,4,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,06:00-20:30,,37.5303674426,126.7798246875,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,신흥동어울마당,경기도 부천시 삼작로 109,경기도 부천시 삼정동 207,N,1,2,1,1,0,0,2,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5204579651,126.7733338357,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,성은빌딩,경기도 부천시 삼작로163번길 45,경기도 부천시 내동 129,N,1,1,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,06:00-20:00,,37.5222506435,126.7790539706,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,오정레포츠센터,,경기도 부천시 오정동 782,N,2,4,1,1,0,0,5,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5290434779,126.7964404027,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,원종2주민지원센터,경기도 부천시 성오로 129,경기도 부천시 오정동 139-7,N,1,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5251747111,126.7991362488,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,오정아트홀,경기도 부천시 성오로 172,경기도 부천시 오정동 129 오정아트홀,N,2,2,0,0,0,0,4,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-18:00,,37.5283469861,126.7960281955,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,수정상가,경기도 부천시 성오로117번길 14,경기도 부천시 원종동 141-4,Y,1,1,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5241824132,126.7989984121,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,성호빌딩,경기도 부천시 성지로 57,경기도 부천시 원종동 341-7,Y,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5243428693,126.8109476051,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,제우스노래방,경기도 부천시 소사로 745,경기도 부천시 원종동 224-1,N,2,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5225383847,126.8044910635,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,다이소원종사거리점,경기도 부천시 소사로 759,경기도 부천시 원종동 227-1,Y,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5238454646,126.8045128798,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,원종지구대,경기도 부천시 소사로 778,경기도 부천시 원종동 233-11,N,1,2,0,0,0,0,2,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5255623237,126.8052438715,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천중앙병원,경기도 부천시 소사로 797,경기도 부천시 원종동 230-3,N,1,1,1,1,0,0,1,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-06:00,,37.5271980864,126.8044478015,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,오정본병원,경기도 부천시 소사로 801,경기도 부천시 원종동 230-17,N,1,1,1,1,0,0,2,1,0,경기도 부천시 오정동 환경건축과,032-625-7344,09:00-21:00,,37.5276397880,126.8044550175,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,KH에너지㈜직영 내동주유소,경기도 부천시 수도로 201,경기도 부천시 내동 324,Y,1,2,0,0,0,0,1,0,0,경기도 부천시 오정동 환경건축과,032-625-7344,24시간,,37.5199735999,126.7870312194,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천역 이마트,경기도 부천시 부천로 1,경기도 부천시 심곡본동 316-2 부천역사 쇼핑몰,N,20,23,3,0,0,0,30,5,0,경기도 부천시 대산동 환경건축과,032-625-6144,24시간,,37.4840373391,126.7826449277,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,송내역,경기도 부천시 송내대로 43,경기도 부천시 송내동 632-4 송내전철역,N,8,9,1,0,0,1,18,1,0,경기도 부천시청 교통정책과(한국철도공사),,24시간,,37.4876739598,126.7527820270,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,꿈여울도서관,경기도 부천시 까치로 103,경기도 부천시 작동 67-1,N,6,3,1,3,0,0,12,1,0,원미도서관,032-625-4742,09:00-18:00,,37.5154241951,126.8055868139,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,동화도서관,경기도 부천시 장말로 107,경기도 부천시 상동 394-2,N,1,2,0,0,0,0,2,0,0,상동도서관,032-625-4538,09:00-18:00,,37.4946603891,126.7543640389,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,꿈빛도서관,경기도 부천시 심중로 121,경기도 부천시 중동 1192-3,N,16,12,4,4,0,0,16,0,0,상동도서관,032-625-4538,09:00-18:00,,37.4939655177,126.7701064010,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,189호어린이공원,경기도 부천시 중동로 21,경기도 부천시 송내동 397-4,N,1,1,1,0,0,0,2,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4822419864,126.7633323276,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,비둘기어린이공원,경기도 부천시 신흥로45번길 36,경기도 부천시 심곡동 344-9 비둘기 공영주차장,N,1,1,0,0,0,0,2,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4882632297,126.7750258243,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,강남어린이공원,경기도 부천시 옥산로172번길 14,경기도 부천시 도당동 271-5,N,1,2,0,0,0,0,2,0,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.5088546395,126.7816833576,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,사래울어린이공원,경기도 부천시 부일로711번길 29,경기도 부천시 역곡동 53-11 역이치안센터,N,0,2,1,0,0,0,1,1,0,경기도 부천시청 공원관리과,032-625-4846,24시간,,37.4861729755,126.8082443251,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부강주유소,경기도 부천시 역곡로 458,경기도 부천시 고강동 346-7 부강주유소,N,2,2,0,0,0,0,1,0,0,경기도 부천시 성곡동 환경건축과,032-625-7143,24시간,,37.5254734309,126.8162675706,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,대향빌딩,경기도 부천시 성곡로 88,경기도 부천시 여월동 4-32 대향빌딩,N,1,3,1,0,0,0,3,1,0,경기도 부천시 성곡동 환경건축과,032-625-7143,09:00-21:00,,37.5206043924,126.7960217330,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,메디슨167,경기도 부천시 경인로536번길 27,경기도 부천시 괴안동 167,N,9,10,1,3,0,0,15,1,0,경기도 부천시 범안동 환경건축과,032-625-6523,09:00-18:00,,37.4847284453,126.8155758426,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,양지빌딩,경기도 부천시 양지로40번길 7,경기도 부천시 괴안동 254-5,N,10,10,1,1,0,0,10,1,0,경기도 부천시 범안동 환경건축과,032-625-6523,24시간,,37.4764832510,126.8128462332,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,문영 퀸즈파크 C,경기도 부천시 옥길로 124,경기도 부천시 옥길동 745-5,N,89,62,7,0,0,0,89,7,0,경기도 부천시 범안동 환경건축과,032-625-6523,09:00-18:00,,37.4675034436,126.8233773790,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,부천시소사청소년수련관,경기도 부천시 소사동로 125,경기도 부천시 괴안동 241-7,N,10,13,2,0,0,0,17,2,0,경기도 부천시 범안동 환경건축과,032-625-6523,09:00-18:00,,37.4761277493,126.8075339419,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,범박지구대,경기도 부천시 범안로 131,경기도 부천시 범박동 156,N,1,1,1,0,0,0,1,1,0,경기도 부천시 범안동 환경건축과,032-625-6523,24시간,,37.4701624889,126.8093644530,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,스타필드시티 부천,경기도 부천시 옥길로 1,경기도 부천시 옥길동 768,N,16,16,5,0,0,0,32,5,5,경기도 부천시 범안동 환경건축과,032-625-6523,10:00-21:00,,37.4614460303,126.8139450028,N,N,N,N,N,N,N,N,,2022-04-12
공중화장실,파주필립스주유소,경기도 파주시 월롱면 통일로 909,경기도 파주시 월롱면 통일로 909 (위전리),N,1,1,0,0,0,0,1,0,0,주유소,,:~:,,37.7902502576,126.7894052844,N,N,N,N,N,N,N,N,,2022-02-15
공중화장실,파주향교,경기도 파주시 파주읍 향교말길 56-83,"경기도 파주시 파주읍 향교말길 56-83 (파주리, 파주향교대성전)",N,1,2,0,0,0,0,1,0,0,문화예술과,,:~:,,37.8346343560,126.8113217385,N,N,N,N,N,N,N,N,,2022-02-15
공중화장실,인오프라자,경기도 파주시 번영로 20,"경기도 파주시 번영로 20 (금촌동, INO프라자)",Y,3,3,0,0,0,0,3,0,0,관리사무소,,:~:,,37.7580518268,126.7710840389,N,N,N,N,N,N,N,N,,2022-02-15
공중화장실,인창빌딩,경기도 파주시 문화로 86,"경기도 파주시 문화로 86 (금촌동, 인창빌딩)",Y,2,2,0,0,0,0,2,0,0,관리사무소,,:~:,,37.7618362411,126.7752929300,N,N,N,N,N,N,N,N,,2022-02-15
